trial,category,coverage,count,knn,ft,pre,fc,pc,own
shapenet1131,car,0.0,0.0,0.9868349216306701,-0.0630370378494262,-0.0145338177680969,0,0,telephone
shapenet1137,car,0.0,0.0,0.37928708732560784,0.2931504249572754,0.2504238486289978,1,1,airplane
shapenet1141,car,0.0,0.0,0.9854972865374171,-0.0300416946411132,-0.0316674709320068,0,0,chair
shapenet1142,car,0.0,0.0,0.7483255887947085,0.0953550338745117,0.1275566220283508,1,1,chair
shapenet1143,car,-5.646909910398879,333.0,0.04566525880668826,-0.15239779651165,-0.0217499732971191,0,0,car
shapenet1144,car,-3.595641486513068,43.0,0.11045697777555676,-0.0050569772720336,0.013551115989685,0,0,car
shapenet1145,car,0.0,0.0,1.053439850208804,-0.0303339064121246,-0.0683524310588836,0,0,cabinet
shapenet1146,car,0.0,0.0,0.3227706737046226,0.0151045322418212,0.0159395635128021,1,0,watercraft
shapenet1147,car,0.0,0.0,0.47988905211237914,0.2751484513282776,0.2622060179710388,1,1,bench
shapenet1149,car,-1.4648163848908131,5.333333333333333,0.4797388493669783,-0.0878752171993255,0.1033545136451721,0,1,chair
shapenet1155,car,0.0,0.0,0.8519018929131278,-0.0758642554283142,0.0346174240112304,0,1,display
shapenet1157,car,0.0,0.0,0.7871468797084851,0.1932939887046814,0.3034858703613281,1,1,telephone
shapenet1159,car,0.0,0.0,0.36792398908203117,0.0386456847190856,0.0086296200752258,1,0,airplane
shapenet1160,car,-6.132313466270463,473.0,0.03349963009972323,0.289472371339798,0.0076016783714294,1,0,car
shapenet1161,car,0.0,0.0,0.20710288766695104,0.0168954730033874,-0.0528261661529541,0,0,watercraft
shapenet1163,car,0.0,0.0,0.43523185042632767,0.2344750165939331,0.1835153698921203,1,1,bench
shapenet1168,car,0.0,0.0,0.7640262652480115,-0.1289638876914978,-0.1193838417530059,0,0,sofa
shapenet1171,car,0.0,0.0,0.41325276255015564,-0.0548895597457885,-0.0295320749282836,0,0,airplane
shapenet1172,car,0.0,0.0,1.037335745564859,0.0694860816001892,0.0583212971687316,1,1,loudspeaker
shapenet1174,car,0.0,0.0,0.867149774894309,-0.1151285171508789,-0.0820364952087402,0,0,display
shapenet1178,car,-4.975225723642685,169.66666666666666,0.06761103771619197,0.2100046873092651,0.1222806274890899,1,1,car
shapenet1179,car,0.0,0.0,0.834671938588618,-0.0447632372379303,0.009549081325531,0,0,cabinet
shapenet1182,car,0.0,0.0,0.8731738728211417,-0.0006885528564453,-0.0257882475852966,0,0,telephone
shapenet1183,car,0.0,0.0,0.5578472112439482,-0.0056139528751373,0.0224367082118988,0,1,lamp
shapenet1184,car,-0.6931471805599453,2.3333333333333335,0.37640525437142597,0.1080555915832519,0.0752103924751281,1,1,airplane
shapenet1186,car,0.0,0.0,0.9104304258682495,0.01667121052742,-0.0476050972938537,1,0,chair
shapenet1187,car,0.0,0.0,1.06394749284594,0.0798648595809936,0.1078817844390869,1,1,cabinet
shapenet1189,car,0.0,0.0,0.33588182805682637,-0.0483704209327697,-0.0876303315162658,0,0,watercraft
shapenet1190,car,-0.46209812037329684,1.0,0.2318178172694377,0.043117880821228,0.0095185935497283,0,0,watercraft
shapenet1191,car,0.0,0.0,1.0836707046527423,0.1039468646049499,0.08463054895401,1,1,loudspeaker
shapenet1194,car,-6.156702044964658,486.3333333333333,0.04385657554912698,-0.0060875713825225,0.0179488658905029,0,1,car
shapenet1196,car,0.0,0.0,0.3998750466694309,0.2464275062084198,0.1713203489780426,1,1,airplane
shapenet1197,car,-0.6931471805599453,1.0,0.36763529896885916,0.0608052611351013,-0.0333210825920105,1,0,watercraft
shapenet1199,car,0.0,0.0,0.25694230857413863,0.096673309803009,0.0202354788780212,1,0,watercraft
shapenet1200,car,0.0,0.0,0.8599959266122085,0.1061111092567443,0.0612848997116088,1,1,table
shapenet1201,car,0.0,0.0,0.9589821830899542,0.0868293046951294,0.1125380992889404,1,1,table
